,student_country,onboard_flag,totaldays_engaged,tendaysafter,conversion
1074,EG,0,0,0,0
1075,EG,0,0,0,0
1076,US,0,0,0,0
1077,PT,1,4,0,0
1078,EG,1,69,447,1
1079,EG,1,69,447,1
1080,EG,1,69,447,1
1081,EG,1,69,447,1
1082,EG,1,69,447,1
1083,EG,1,69,447,1
1084,BR,0,0,0,0
1085,US,1,1,7,1
1086,EG,0,0,0,0
1087,CA,0,0,0,0
1088,US,1,32,274,1
1089,US,1,32,274,1
1090,US,0,0,0,0
1091,US,1,1,13,0
1092,PE,1,2,1,0
1093,IN,1,1,0,0
1094,US,1,32,13,1
1095,US,0,0,0,0
1096,IN,1,4,18,0
1097,CA,1,1,1,0
1098,IN,1,2,11,0
1099,US,1,1,72,0
1100,IN,0,0,0,0
1101,US,0,0,0,0
1102,EG,1,2,26,0
1103,IN,1,1,0,0
1104,SA,1,1,6,0
1105,IN,1,1,2,0
1106,IN,1,1,1,0
1107,NG,1,36,34,1
1108,NG,1,36,34,1
1109,NG,1,36,34,1
1110,AR,1,1,3,0
1111,IN,0,0,0,0
1112,IN,1,1,6,0
1113,ES,0,0,0,0
1114,IN,1,3,10,0
1115,GR,1,2,60,0
1116,MY,0,0,0,0
1117,IN,1,2,37,0
1118,IN,1,1,9,0
1119,IN,1,1,1,0
1120,BD,0,0,0,0
1121,IN,1,1,1,0
1122,IN,0,0,0,0
1123,NG,0,0,0,0
1124,NG,0,0,0,0
1125,BD,1,1,0,0
1126,SA,1,5,27,0
1127,TR,0,0,0,0
1128,PK,0,0,0,0
1129,FI,0,0,0,0
1130,EG,0,0,0,0
1131,IN,0,0,0,0
1132,US,0,0,0,0
1133,AU,0,0,0,0
1134,IN,0,0,0,0
1135,DO,1,1,1,0
1136,TN,1,1,0,0
1137,NG,0,0,0,0
1138,IN,1,2,2,0
1139,NG,1,1,0,0
1140,IN,0,0,0,0
1141,GB,0,0,0,0
1142,IN,0,0,0,0
1143,IN,1,1,15,0
1144,US,1,1,0,0
1145,GB,1,2,41,0
1146,IN,0,0,0,0
1147,US,1,1,42,0
1148,EC,1,4,143,0
1149,IN,0,0,0,0
1150,HK,1,1,0,0
1151,IQ,1,1,2,0
1152,MO,1,1,0,0
1153,EG,0,0,0,0
1154,IN,0,0,0,0
1155,RS,0,0,0,0
1156,BD,0,0,0,0
1157,US,1,26,230,1
1158,US,1,26,230,1
1159,ZM,0,0,0,0
1160,LB,1,2,57,0
1161,IN,1,1,0,0
1162,KW,1,1,2,0
1163,EG,1,1,0,0
1164,NG,0,0,0,0
1165,EG,0,0,0,0
1166,TN,0,0,0,0
1167,IN,0,0,0,0
1168,GB,0,0,0,0
1169,IN,1,1,0,0
1170,IN,0,0,0,0
1171,US,1,30,108,1
1172,NL,1,24,538,1
1173,NG,0,0,0,0
1174,TN,1,1,0,0
1175,EG,0,0,0,0
1176,US,1,2,99,0
1177,TR,0,0,0,0
1178,DE,1,47,185,1
1179,IT,1,1,1,0
1180,AZ,1,1,0,0
1181,CA,0,0,0,0
1182,GB,0,0,0,0
1183,SA,1,1,0,0
1184,US,1,4,231,1
1185,US,1,4,231,1
1186,US,1,4,231,1
1187,US,1,4,231,1
1188,US,1,4,231,1
1189,US,1,4,231,1
1190,US,1,4,231,1
1191,US,1,4,231,1
1192,US,1,4,231,1
1193,US,1,4,231,1
1194,IT,0,0,0,0
1195,CO,1,4,19,0
1196,EG,0,0,0,0
1197,ES,1,14,59,1
1198,JO,1,1,1,0
1199,TR,0,0,0,0
1200,US,1,2,21,0
1201,US,1,5,38,1
1202,IN,0,0,0,0
1203,US,1,1,11,0
1204,US,1,2,62,0
1205,GB,0,0,0,0
1206,IN,1,5,2,0
1207,IN,1,1,0,0
1208,PE,1,1,1,0
1209,IN,1,3,0,0
1210,KE,1,1,6,0
1211,AU,1,5,120,0
1212,IN,0,0,0,0
1213,IN,0,0,0,0
1214,MX,1,1,21,0
1215,IN,1,1,1,0
1216,IN,0,0,0,0
1217,SG,0,0,0,0
1218,NG,1,2,10,0
1219,ES,1,1,19,0
1220,US,1,1,83,0
1221,US,0,0,0,0
1222,DE,0,0,0,0
1223,IN,1,2,65,0
1224,ZA,1,47,372,1
1225,ZA,1,47,372,1
1226,ZA,1,47,372,1
1227,ZA,1,47,372,1
1228,ZA,1,47,372,1
1229,ZA,1,47,372,1
1230,ZA,1,47,372,1
1231,ZA,1,47,372,1
1232,TH,1,1,2,0
1233,IN,0,0,0,0
1234,PL,1,1,0,0
1235,IN,1,2,9,0
1236,IN,1,2,3,0
1237,MY,1,1,22,0
1238,IN,0,0,0,0
1239,IN,1,1,0,0
1240,IN,1,1,11,0
1241,EG,0,0,0,0
1242,KE,1,1,0,0
1243,DE,1,1,2,0
1244,PK,0,0,0,0
1245,GH,0,0,0,0
1246,ZA,0,0,0,0
1247,IN,1,1,0,0
1248,PH,1,1,88,0
1249,ID,1,5,56,0
1250,BE,1,1,4,0
1251,NG,0,0,0,0
1252,NG,0,0,0,0
1253,BG,0,0,0,0
1254,IN,1,1,12,0
1255,AZ,1,1,2,0
1256,LB,0,0,0,0
1257,UZ,1,1,1,0
1258,UA,1,10,0,1
1259,DE,0,0,0,0
1260,RS,1,1,0,0
1261,IN,1,1,0,0
1262,NZ,1,1,0,0
1263,FR,1,14,334,1
1264,EG,0,0,0,0
1265,IN,1,2,34,0
1266,IN,1,5,61,0
1267,US,1,8,6,1
1268,NG,0,0,0,0
1269,NL,1,1,0,0
1270,GB,0,0,0,0
1271,MA,1,2,7,0
1272,EG,1,6,1,0
1273,VE,0,0,0,0
1274,NG,0,0,0,0
1275,IN,0,0,0,0
1276,KE,1,70,37,1
1277,GB,1,1,31,0
1278,JE,0,0,0,0
1279,DE,1,1,1,0
1280,LU,0,0,0,0
1281,BR,0,0,0,0
1282,IN,0,0,0,0
1283,US,1,1,65,0
1284,IN,1,1,0,0
1285,IN,0,0,0,0
1286,JP,0,0,0,0
1287,GE,1,3,34,0
1288,DE,1,1,109,0
1289,PK,0,0,0,0
1290,IN,1,1,48,0
1291,EG,0,0,0,0
1292,HK,0,0,0,0
1293,LB,0,0,0,0
1294,RU,1,4,50,0
1295,US,0,0,0,0
1296,SG,1,7,112,0
1297,DE,0,0,0,0
1298,EG,1,2,0,0
1299,AR,0,0,0,0
1300,EG,0,0,0,0
1301,IN,0,0,0,0
1302,IN,0,0,0,0
1303,IN,1,1,24,0
1304,IT,1,2,41,0
1305,US,0,0,0,0
1306,IN,1,1,0,0
1307,IN,0,0,0,0
1308,GB,0,0,0,0
1309,US,1,1,30,0
1310,IN,1,2,55,0
1311,ES,1,1,12,0
1312,IN,0,0,0,0
1313,US,0,0,0,0
1314,CA,0,0,0,0
1315,IN,0,0,0,0
1316,US,0,0,0,0
1317,US,1,1,0,0
1318,GB,1,1,7,0
1319,IN,1,1,0,0
1320,NG,1,1,11,0
1321,GB,0,0,0,0
1322,DE,0,0,0,0
1323,PL,1,1,1,0
1324,IN,0,0,0,0
1325,BR,1,1,1,0
1326,US,1,2,48,0
1327,EG,0,0,0,0
1328,EG,1,1,0,0
1329,NG,1,2,38,0
1330,CA,0,0,0,0
1331,US,1,2,9,0
1332,US,0,0,0,0
1333,EG,0,0,0,0
1334,CA,0,0,0,0
1335,IN,0,0,0,0
1336,IN,1,1,1,0
1337,US,0,0,0,0
1338,NL,0,0,0,0
1339,IN,0,0,0,0
1340,IN,0,0,0,0
1341,MX,1,1,7,0
1342,MX,1,1,1,0
1343,VN,0,0,0,0
1344,US,1,23,963,1
1345,IN,1,2,47,0
1346,IN,0,0,0,0
1347,NG,0,0,0,0
1348,IL,1,1,3,0
1349,BH,1,2,7,0
1350,IN,1,2,25,0
1351,ZA,0,0,0,0
1352,NG,1,1,38,0
1353,SE,0,0,0,0
1354,DE,0,0,0,0
1355,IN,1,1,10,0
1356,IN,1,2,31,0
1357,ID,0,0,0,0
1358,TW,1,1,4,0
1359,AU,1,28,537,1
1360,IN,0,0,0,0
1361,PK,0,0,0,0
1362,IN,1,1,5,0
1363,BE,1,7,105,0
1364,IN,1,1,2,0
1365,NL,1,22,665,1
1366,GH,1,1,1,0
1367,IN,1,2,3,0
1368,DE,1,1,7,0
1369,IN,1,1,1,0
1370,BG,0,0,0,0
1371,HK,1,1,0,0
1372,BG,0,0,0,0
1373,EG,0,0,0,0
1374,ZA,0,0,0,0
1375,US,1,2,23,0
1376,BG,0,0,0,0
1377,EG,0,0,0,0
1378,SD,1,1,0,0
1379,BD,0,0,0,0
1380,NG,0,0,0,0
1381,SA,0,0,0,0
1382,TZ,0,0,0,0
1383,PL,1,1,13,0
1384,IN,1,1,6,0
1385,NL,1,1,0,0
1386,IN,1,3,21,0
1387,QA,0,0,0,0
1388,NG,1,1,1,0
1389,IE,0,0,0,0
1390,US,0,0,0,0
1391,HU,1,1,6,0
1392,IN,1,8,66,0
1393,UG,1,4,22,0
1394,NG,0,0,0,0
1395,NG,1,2,6,0
1396,US,0,0,0,0
1397,JM,1,11,288,1
1398,JM,1,11,288,1
1399,ES,1,2,63,0
1400,IN,0,0,0,0
1401,IN,0,0,0,0
1402,PT,1,65,211,1
1403,BD,1,1,10,0
1404,IN,0,0,0,0
1405,IN,1,1,1,0
1406,DZ,1,1,2,0
1407,US,1,130,381,1
1408,US,1,130,381,1
1409,US,1,130,381,1
1410,US,1,130,381,1
1411,HT,0,0,0,0
1412,PT,1,1,0,0
1413,NL,1,2,33,1
1414,JP,1,1,2,0
1415,IN,0,0,0,0
1416,US,1,2,49,1
1417,US,1,2,49,1
1418,US,1,2,49,1
1419,US,1,2,49,1
1420,US,1,2,49,1
1421,IN,1,15,71,1
1422,US,0,0,0,0
1423,PK,1,3,0,0
1424,IN,1,1,0,0
1425,IN,0,0,0,0
1426,IN,1,1,0,0
1427,IN,0,0,0,0
1428,US,0,0,0,0
1429,EG,1,4,4,0
1430,PH,0,0,0,0
1431,CH,1,23,190,1
1432,EG,1,1,7,0
1433,IN,1,1,1,0
1434,IN,0,0,0,0
1435,NZ,0,0,0,0
1436,MX,0,0,0,0
1437,IN,1,1,10,0
1438,IN,0,0,0,0
1439,AT,1,34,5,0
1440,GB,0,0,0,0
1441,US,0,0,0,0
1442,SE,1,1,36,0
1443,IN,0,0,0,0
1444,KE,1,2,19,0
1445,PK,0,0,0,0
1446,CO,0,0,0,0
1447,US,1,1,5,0
1448,MX,1,1,1,0
1449,IN,0,0,0,0
1450,CA,1,20,354,1
1451,CA,1,20,354,1
1452,US,1,2,86,0
1453,US,0,0,0,0
1454,IN,1,1,3,0
1455,AE,1,5,23,1
1456,US,1,5,99,1
1457,IN,0,0,0,0
1458,SG,1,1,2,0
1459,US,0,0,0,0
1460,US,0,0,0,0
1461,IN,1,1,1,0
1462,IN,0,0,0,0
1463,US,1,7,108,0
1464,IN,0,0,0,0
1465,SA,1,1,57,0
1466,GH,0,0,0,0
1467,KE,1,1,30,0
1468,ID,0,0,0,0
1469,EG,0,0,0,0
1470,IN,1,1,1,0
1471,TR,0,0,0,0
1472,EG,0,0,0,0
1473,TZ,0,0,0,0
1474,NG,1,3,30,0
1475,IN,1,1,0,0
1476,IN,1,1,5,0
1477,BD,0,0,0,0
1478,IN,1,1,0,0
1479,SG,1,1,9,0
1480,TR,0,0,0,0
1481,IN,1,1,0,0
1482,IN,0,0,0,0
1483,PT,0,0,0,0
1484,MY,1,4,1,0
1485,IQ,0,0,0,0
1486,NG,0,0,0,0
1487,RO,0,0,0,0
1488,DZ,0,0,0,0
1489,PL,1,1,8,0
1490,US,0,0,0,0
1491,SA,1,1,0,0
1492,SE,0,0,0,0
1493,IN,1,1,15,0
1494,AE,0,0,0,0
1495,IN,0,0,0,0
1496,IN,0,0,0,0
1497,PH,1,1,0,0
1498,BR,0,0,0,0
1499,IN,0,0,0,0
1500,IN,0,0,0,0
1501,IN,0,0,0,0
1502,US,1,4,184,0
1503,IN,1,1,1,0
1504,DZ,1,1,32,0
1505,DE,0,0,0,0
1506,IN,1,2,40,0
1507,KE,1,1,0,0
1508,IN,1,4,2,0
1509,NG,1,3,28,0
1510,NP,1,1,0,0
1511,PK,0,0,0,0
1512,DE,0,0,0,0
1513,ZA,0,0,0,0
1514,IN,0,0,0,0
1515,HU,1,2,23,0
1516,US,0,0,0,0
1517,NL,1,1,0,0
1518,CA,1,1,7,0
1519,GB,0,0,0,0
1520,IN,0,0,0,0
1521,US,0,0,0,0
1522,US,1,2,56,0
1523,IN,0,0,0,0
1524,EG,0,0,0,0
1525,AE,0,0,0,0
1526,DZ,0,0,0,0
1527,US,1,16,118,1
1528,EG,0,0,0,0
1529,EG,0,0,0,0
1530,MY,0,0,0,0
1531,RS,1,11,106,0
1532,EG,1,1,1,0
1533,SA,1,1,1,0
1534,EG,0,0,0,0
1535,IL,0,0,0,0
1536,SA,1,1,0,0
1537,US,0,0,0,0
1538,IE,0,0,0,0
1539,ET,1,1,11,0
1540,NG,0,0,0,0
1541,TR,1,1,4,0
1542,DZ,1,2,2,0
1543,MA,1,1,3,0
1544,TR,0,0,0,0
1545,MA,0,0,0,0
1546,SA,0,0,0,0
1547,SD,1,1,0,0
1548,MA,1,2,7,0
1549,AE,0,0,0,0
1550,US,1,2,8,0
1551,SA,1,1,6,0
1552,PK,1,1,1,0
1553,SA,1,1,2,0
1554,US,0,0,0,0
1555,SA,0,0,0,0
1556,PS,0,0,0,0
1557,BR,1,24,327,1
1558,EG,0,0,0,0
1559,LY,1,3,25,0
1560,US,1,6,416,1
1561,EG,1,1,10,0
1562,SA,0,0,0,0
1563,EG,1,1,1,0
1564,SA,1,1,1,0
1565,EC,1,21,75,1
1566,TW,1,1,1,0
1567,GB,0,0,0,0
1568,US,1,1,14,0
1569,US,1,1,0,0
1570,US,1,11,0,1
1571,US,1,6,233,1
1572,SA,1,1,0,0
1573,DE,0,0,0,0
1574,GB,1,4,0,0
1575,SA,1,1,0,0
1576,EG,0,0,0,0
1577,OM,0,0,0,0
1578,NG,1,1,56,0
1579,AU,0,0,0,0
1580,NG,0,0,0,0
1581,MX,1,101,0,1
1582,VN,0,0,0,0
1583,SA,0,0,0,0
1584,EG,0,0,0,0
1585,SA,0,0,0,0
1586,SA,0,0,0,0
1587,IN,1,1,1,0
1588,ES,0,0,0,0
1589,IN,1,1,0,0
1590,US,1,8,102,1
1591,US,1,8,102,1
1592,SA,0,0,0,0
1593,ZM,1,45,182,1
1594,ZM,1,45,182,1
1595,ZM,1,45,182,1
1596,US,1,1,3,0
1597,NG,0,0,0,0
1598,SA,0,0,0,0
1599,JP,1,1,19,0
1600,IN,0,0,0,0
1601,SA,0,0,0,0
1602,IN,0,0,0,0
1603,MM,1,1,2,0
1604,EG,0,0,0,0
1605,IN,0,0,0,0
1606,AE,0,0,0,0
1607,IN,0,0,0,0
1608,TN,0,0,0,0
1609,SA,0,0,0,0
1610,SA,1,1,9,0
1611,IN,0,0,0,0
1612,IN,1,3,0,0
1613,YE,0,0,0,0
1614,BG,0,0,0,0
1615,EG,0,0,0,0
1616,EG,0,0,0,0
1617,TR,1,1,0,0
1618,SA,0,0,0,0
1619,SA,0,0,0,0
1620,SA,0,0,0,0
1621,IN,1,2,3,0
1622,EG,1,2,0,0
1623,SA,0,0,0,0
1624,TR,1,1,10,0
1625,EG,0,0,0,0
1626,MY,1,1,60,0
1627,SA,0,0,0,0
1628,SA,1,7,8,0
1629,AU,1,1,18,0
1630,AE,0,0,0,0
1631,YE,1,1,2,0
1632,GB,0,0,0,0
1633,PK,1,1,7,0
1634,US,0,0,0,0
1635,EG,1,1,0,0
1636,NG,0,0,0,0
1637,DE,1,1,0,0
1638,SA,1,1,11,0
1639,IN,1,1,8,0
1640,BH,0,0,0,0
1641,IN,1,2,36,0
1642,BD,1,1,1,0
1643,PK,1,1,2,0
1644,IN,1,2,17,0
1645,US,1,1,1,0
1646,SA,0,0,0,0
1647,DZ,0,0,0,0
1648,DZ,0,0,0,0
1649,EG,1,1,1,0
1650,BG,0,0,0,0
1651,US,1,3,19,0
1652,SA,0,0,0,0
1653,SA,1,1,4,0
1654,NG,1,1,21,0
1655,SA,1,2,70,0
1656,EG,1,2,56,0
1657,IE,1,1,24,0
1658,MY,0,0,0,0
1659,GB,0,0,0,0
1660,US,1,9,92,1
1661,JP,1,1,0,0
1662,EG,1,1,1,0
1663,MA,1,1,2,0
1664,US,0,0,0,0
1665,FR,1,1,0,0
1666,MA,0,0,0,0
1667,MA,0,0,0,0
1668,MA,0,0,0,0
1669,GH,1,1,0,0
1670,US,0,0,0,0
1671,MA,0,0,0,0
1672,MA,0,0,0,0
1673,US,0,0,0,0
1674,SA,0,0,0,0
1675,MA,1,1,0,0
1676,IN,0,0,0,0
1677,IN,0,0,0,0
1678,MA,1,1,0,0
1679,MA,0,0,0,0
1680,IN,0,0,0,0
1681,MA,0,0,0,0
1682,IN,0,0,0,0
1683,SA,0,0,0,0
1684,IN,1,1,11,0
1685,FI,0,0,0,0
1686,MA,0,0,0,0
1687,MA,1,1,11,0
1688,MA,0,0,0,0
1689,MA,1,1,7,0
1690,EG,0,0,0,0
1691,MA,1,1,0,0
1692,MA,0,0,0,0
1693,MA,0,0,0,0
1694,MA,1,1,8,0
1695,MA,1,2,2,0
1696,MA,0,0,0,0
1697,DZ,0,0,0,0
1698,EG,0,0,0,0
1699,ES,1,2,52,0
1700,ES,1,124,136,1
1701,ES,1,124,136,1
1702,ES,1,124,136,1
1703,ES,1,124,136,1
1704,ES,1,124,136,1
1705,ES,1,124,136,1
1706,ES,1,124,136,1
1707,ES,1,124,136,1
1708,ES,1,124,136,1
1709,ES,1,124,136,1
1710,CY,1,1,1,0
1711,DZ,1,1,1,0
1712,BR,1,1,6,0
1713,US,0,0,0,0
1714,MA,0,0,0,0
1715,CA,0,0,0,0
1716,FR,0,0,0,0
1717,IL,1,1,4,0
1718,DZ,0,0,0,0
1719,MA,0,0,0,0
1720,BR,0,0,0,0
1721,CA,1,28,368,0
1722,AL,0,0,0,0
1723,MA,1,1,0,0
1724,SA,1,1,1,0
1725,IN,1,1,8,0
1726,US,1,1,3,1
1727,SA,1,1,8,0
1728,NG,1,2,15,0
1729,US,1,32,522,1
1730,AZ,1,3,27,0
1731,EG,1,1,0,0
1732,US,1,1,68,0
1733,FR,0,0,0,0
1734,PS,0,0,0,0
1735,US,1,5,0,0
1736,PL,1,1,0,0
1737,US,1,9,360,1
1738,BD,1,1,0,0
1739,DE,1,1,7,0
1740,IN,1,1,45,0
1741,ID,0,0,0,0
1742,US,1,3,0,0
1743,IN,1,1,4,0
1744,NP,0,0,0,0
1745,MA,0,0,0,0
1746,BR,0,0,0,0
1747,KR,1,1,7,0
1748,IN,0,0,0,0
1749,BD,0,0,0,0
1750,ZA,0,0,0,0
1751,EG,1,2,0,0
1752,JO,0,0,0,0
1753,MA,1,1,0,0
1754,MA,0,0,0,0
1755,IN,1,1,2,0
1756,DZ,0,0,0,0
1757,IN,0,0,0,0
1758,MA,1,2,0,0
1759,EG,0,0,0,0
1760,US,0,0,0,0
1761,PL,1,3,264,0
1762,EG,0,0,0,0
1763,EG,0,0,0,0
1764,MA,0,0,0,0
1765,EG,0,0,0,0
1766,IN,0,0,0,0
1767,IN,0,0,0,0
1768,DZ,0,0,0,0
1769,IN,0,0,0,0
1770,IN,0,0,0,0
1771,MA,0,0,0,0
1772,US,0,0,0,0
1773,IN,1,1,12,0
1774,TR,1,1,0,0
1775,HK,0,0,0,0
1776,MM,0,0,0,0
1777,IN,1,1,0,0
1778,MA,0,0,0,0
1779,IN,1,1,0,0
1780,PT,1,1,0,0
1781,SA,0,0,0,0
1782,IN,0,0,0,0
1783,IN,1,1,2,0
1784,ID,1,1,0,0
1785,TR,0,0,0,0
1786,IN,0,0,0,0
1787,TR,0,0,0,0
1788,EG,0,0,0,0
1789,IN,1,2,6,0
1790,NL,1,1,1,0
1791,US,1,44,329,1
1792,SA,1,1,0,0
1793,IN,0,0,0,0
1794,IN,0,0,0,0
1795,PK,0,0,0,0
1796,EG,0,0,0,0
1797,RU,0,0,0,0
1798,DZ,0,0,0,0
1799,KW,0,0,0,0
1800,GB,0,0,0,0
1801,MA,0,0,0,0
1802,CA,0,0,0,0
1803,IN,0,0,0,0
1804,MA,0,0,0,0
1805,MA,1,1,5,0
1806,SE,0,0,0,0
1807,PS,1,3,0,0
1808,IN,1,1,0,0
1809,GB,1,3,120,0
1810,QA,1,1,60,0
1811,EG,1,2,28,0
1812,EG,0,0,0,0
1813,KE,0,0,0,0
1814,US,1,44,45,1
1815,EG,0,0,0,0
1816,TR,1,10,162,0
1817,BD,0,0,0,0
1818,DZ,0,0,0,0
1819,US,1,13,168,1
1820,US,0,0,0,0
1821,GH,0,0,0,0
1822,BD,1,1,0,0
1823,TN,1,1,1,0
1824,MA,1,2,13,0
1825,US,0,0,0,0
1826,IN,0,0,0,0
1827,US,0,0,0,0
1828,TN,1,1,9,0
1829,US,1,2,26,0
1830,AR,1,2,0,0
1831,PL,0,0,0,0
1832,CA,1,88,597,1
1833,US,1,3,80,0
1834,EG,1,2,0,0
1835,VN,1,1,0,0
1836,GH,0,0,0,0
1837,GB,1,1,13,0
1838,VE,0,0,0,0
1839,US,1,2,64,0
1840,FR,0,0,0,0
1841,CA,1,2,44,0
1842,SA,0,0,0,0
1843,PH,1,4,133,0
1844,IN,0,0,0,0
1845,AR,1,1,2,0
1846,NP,1,1,0,0
1847,IN,1,70,251,1
1848,HK,0,0,0,0
1849,IN,0,0,0,0
1850,IN,0,0,0,0
1851,IN,0,0,0,0
1852,AU,0,0,0,0
1853,IN,0,0,0,0
1854,IN,1,1,3,0
1855,FR,1,24,0,1
1856,IN,0,0,0,0
1857,IN,0,0,0,0
1858,PK,1,7,82,0
1859,US,0,0,0,0
1860,IN,0,0,0,0
1861,MA,1,1,7,0
1862,IN,0,0,0,0
1863,DE,0,0,0,0
1864,PK,0,0,0,0
1865,IN,0,0,0,0
1866,IN,1,2,45,0
1867,EG,1,1,2,0
1868,EG,0,0,0,0
1869,LB,0,0,0,0
1870,BE,1,1,29,0
1871,PT,0,0,0,0
1872,IN,1,1,0,0
1873,JP,1,1,50,0
1874,EG,1,1,6,0
1875,FR,0,0,0,0
1876,IN,0,0,0,0
1877,IN,1,1,2,0
1878,IN,0,0,0,0
1879,AZ,1,1,0,0
1880,NG,1,2,2,0
1881,VN,0,0,0,0
1882,IN,0,0,0,0
1883,IN,0,0,0,0
1884,US,0,0,0,0
1885,NO,1,34,249,1
1886,NO,1,34,249,1
1887,NO,1,34,249,1
1888,NO,1,34,249,1
1889,NO,1,34,249,1
1890,NO,1,34,249,1
1891,NO,1,34,249,1
1892,NO,1,34,249,1
1893,NG,0,0,0,0
1894,ES,0,0,0,0
1895,DE,1,59,586,1
1896,IN,0,0,0,0
1897,NL,0,0,0,0
1898,IN,0,0,0,0
1899,IN,0,0,0,0
1900,BD,0,0,0,0
1901,TZ,0,0,0,0
1902,EG,0,0,0,0
1903,CA,1,1,12,0
1904,AE,0,0,0,0
1905,CA,0,0,0,0
1906,IN,0,0,0,0
1907,US,1,1,43,0
1908,IN,0,0,0,0
1909,GB,1,1,1,0
1910,BE,1,12,119,1
1911,IN,1,1,2,0
1912,NG,1,1,1,0
1913,BY,0,0,0,0
1914,IN,1,1,9,0
1915,ES,1,3,53,0
1916,US,0,0,0,0
1917,IN,1,1,0,0
1918,CH,0,0,0,0
1919,BR,1,1,2,0
1920,US,1,1,9,0
1921,US,0,0,0,0
1922,RU,1,1,34,0
1923,IN,0,0,0,0
1924,FR,1,1,1,0
1925,RS,0,0,0,0
1926,CA,1,1,0,0
1927,US,0,0,0,0
1928,SA,1,1,29,0
1929,RU,0,0,0,0
1930,IT,1,30,202,1
1931,EG,0,0,0,0
1932,US,0,0,0,0
1933,GR,1,3,63,0
1934,IT,1,1,16,0
1935,EG,0,0,0,0
1936,US,0,0,0,0
1937,AU,0,0,0,0
1938,SA,0,0,0,0
1939,US,0,0,0,0
1940,NG,1,1,0,0
1941,RO,0,0,0,0
1942,YE,0,0,0,0
1943,CA,1,1,3,0
1944,BD,1,5,4,1
1945,EG,1,1,0,0
1946,HK,1,1,2,0
1947,MX,1,4,66,0
1948,ES,1,24,4,1
1949,KW,0,0,0,0
1950,US,1,1,18,0
1951,GB,0,0,0,0
1952,US,1,2,36,0
1953,CA,1,9,98,1
1954,GE,1,1,1,0
1955,AU,1,1,22,0
1956,AU,0,0,0,0
1957,US,0,0,0,0
1958,PK,0,0,0,0
1959,CA,1,1,1,0
1960,IN,1,1,1,0
1961,US,1,11,492,0
1962,US,1,2,4,0
1963,IN,0,0,0,0
1964,IN,1,1,4,0
1965,US,0,0,0,0
1966,IN,0,0,0,0
1967,IN,0,0,0,0
1968,EG,1,1,1,0
1969,IN,1,1,1,0
1970,DE,0,0,0,0
1971,IN,0,0,0,0
1972,IN,0,0,0,0
1973,IN,1,1,10,0
1974,US,1,1,0,0
1975,PK,1,1,7,0
1976,TZ,1,1,0,0
1977,NL,1,1,10,0
1978,IN,1,1,6,0
1979,US,1,1,1,0
1980,AL,0,0,0,0
1981,JO,0,0,0,0
1982,SG,1,2,61,0
1983,CN,1,1,6,0
1984,US,0,0,0,0
1985,BG,1,1,12,0
1986,BG,1,2,2,0
1987,US,1,5,195,1
1988,US,1,5,195,1
1989,NG,1,1,0,0
1990,ZA,0,0,0,0
1991,SG,1,1,6,0
1992,AE,1,1,0,0
1993,EG,1,2,0,0
1994,PK,0,0,0,0
1995,NG,1,1,41,0
1996,IN,1,1,0,0
1997,IN,0,0,0,0
1998,IN,1,1,0,0
1999,ID,0,0,0,0
2000,US,1,121,579,1
2001,IN,1,1,8,0
2002,IN,1,1,4,0
2003,IN,0,0,0,0
2004,PK,0,0,0,0
2005,GB,0,0,0,0
2006,BD,1,2,26,0
2007,VN,1,1,2,0
2008,EG,0,0,0,0
2009,EG,0,0,0,0
2010,RO,1,2,47,0
2011,NG,1,1,1,0
2012,IN,1,1,0,0
2013,TR,1,1,0,0
2014,GB,1,1,59,0
2015,PT,0,0,0,0
2016,EG,1,1,7,0
2017,IN,0,0,0,0
2018,AU,1,2,62,0
2019,ZA,1,5,4,1
2020,LK,1,1,2,0
2021,IN,1,3,53,0
2022,BR,1,1,0,0
2023,EC,0,0,0,0
2024,NG,0,0,0,0
2025,IN,0,0,0,0
2026,PK,1,2,8,0
2027,EG,0,0,0,0
2028,IN,0,0,0,0
2029,SG,1,1,7,0
2030,IN,1,1,6,0
2031,US,1,13,29,1
2032,EG,1,1,2,0
2033,NG,1,1,2,0
2034,VN,1,1,0,0
2035,IN,0,0,0,0
2036,US,1,15,375,0
2037,BR,1,1,3,0
2038,US,0,0,0,0
2039,US,1,2,9,0
2040,IN,1,2,1,0
2041,BD,0,0,0,0
2042,BD,1,1,3,0
2043,FR,1,2,36,0
2044,EG,1,1,10,0
2045,IN,1,1,2,0
2046,EG,1,1,0,0
2047,US,1,1,6,0
2048,NG,0,0,0,0
2049,MA,1,1,3,0
2050,DK,1,1,2,0
2051,NG,1,1,1,0
2052,IN,0,0,0,0
2053,IE,1,9,93,1
2054,NG,1,2,58,0
2055,BR,0,0,0,0
2056,PL,1,1,7,0
2057,FR,1,54,43,1
2058,US,0,0,0,0
2059,US,1,32,200,1
2060,MX,0,0,0,0
2061,IN,0,0,0,0
2062,NL,0,0,0,0
2063,BR,0,0,0,0
2064,NG,1,3,64,0
2065,IN,0,0,0,0
2066,US,0,0,0,0
2067,BR,1,1,2,0
2068,GB,1,6,53,0
2069,GB,1,1,0,0
2070,NG,1,1,1,0
2071,EG,0,0,0,0
2072,US,0,0,0,0
2073,AE,1,21,374,1
2074,US,0,0,0,0
2075,PE,1,7,154,1
2076,IN,1,1,20,0
2077,US,1,9,20,1
